subscription_id,user_id,plan_type,billing_cycle,monthly_price,start_date,end_date,renewal_count,status,auto_renew
960,960,Free,,0,2025-05-31,,0,Active,No
961,961,Free,,0,2025-02-16,,0,Active,No
962,962,Free,,0,2025-09-19,,0,Active,No
963,963,Basic,Annual,20,2025-12-17,,6,Active,Yes
964,964,Free,,0,2025-07-15,,0,Active,No
965,965,Pro,Monthly,50,2025-12-02,,2,Active,Yes
966,966,Free,,0,2025-04-05,2025-10-19,0,Cancelled,No
967,967,Free,,0,2025-08-30,,0,Active,No
968,968,Basic,Monthly,20,2025-04-04,,5,Active,Yes
969,969,Pro,Annual,50,2025-07-23,,6,Active,Yes
970,970,Basic,Annual,20,2025-05-30,,9,Active,Yes
971,971,Pro,Annual,50,2025-07-08,,2,Active,No
972,972,Basic,Monthly,20,2025-07-19,2025-12-24,0,Cancelled,Yes
973,973,Free,,0,2025-08-08,,0,Active,No
974,974,Free,,0,2025-05-15,,0,Active,No
975,975,Free,,0,2025-02-01,2025-08-14,0,Cancelled,No
976,976,Basic,Monthly,20,2025-07-18,,0,Active,Yes
977,977,Free,,0,2025-03-16,,0,Active,No
978,978,Basic,Monthly,20,2025-07-28,,6,Active,Yes
979,979,Pro,Monthly,50,2025-01-13,2025-04-13,2,Cancelled,Yes
980,980,Free,,0,2025-09-04,,0,Active,No
981,981,Basic,Monthly,20,2025-05-18,,4,Active,Yes
982,982,Free,,0,2025-12-09,,0,Active,No
983,983,Free,,0,2025-07-17,2026-05-09,0,Cancelled,No
984,984,Free,,0,2025-04-06,,0,Active,No
985,985,Basic,Monthly,20,2025-01-20,,5,Active,Yes
986,986,Free,,0,2025-02-11,,0,Active,No
987,987,Free,,0,2025-02-13,,0,Active,No
988,988,Basic,Annual,20,2025-12-01,2026-07-05,5,Cancelled,No
989,989,Free,,0,2025-05-11,,0,Active,No
990,990,Free,,0,2025-02-15,2025-10-26,0,Cancelled,No
991,991,Pro,Monthly,50,2025-08-26,,10,Active,Yes
992,992,Free,,0,2025-05-12,,0,Active,No
993,993,Free,,0,2025-04-23,,0,Active,No
994,994,Pro,Annual,50,2025-01-08,,4,Active,Yes
995,995,Basic,Monthly,20,2025-12-13,,0,Active,Yes
996,996,Free,,0,2025-05-13,,0,Active,No
997,997,Free,,0,2025-09-28,,0,Active,No
998,998,Basic,Annual,20,2025-06-01,,2,Active,Yes
999,999,Pro,Monthly,50,2025-07-09,2026-03-23,4,Cancelled,Yes
1000,1000,Free,,0,2025-04-05,,0,Active,No
1001,1001,Free,,0,2025-02-08,2025-06-09,0,Cancelled,No
1002,1002,Basic,Monthly,20,2025-03-15,,7,Active,Yes
1003,1003,Free,,0,2025-03-30,,0,Active,No
1004,1004,Basic,Monthly,20,2025-04-23,,8,Active,Yes
1005,1005,Pro,Monthly,50,2025-10-10,,1,Active,No
1006,1006,Free,,0,2025-11-03,,0,Active,No
1007,1007,Free,,0,2025-10-25,,0,Active,No
1008,1008,Pro,Monthly,50,2025-06-20,,2,Active,No
1009,1009,Basic,Monthly,20,2025-12-15,,4,Active,Yes
1010,1010,Basic,Monthly,20,2025-08-05,2026-04-25,5,Cancelled,Yes
1011,1011,Basic,Monthly,20,2025-12-29,2026-06-01,2,Cancelled,Yes
1012,1012,Free,,0,2025-06-10,,0,Active,No
1013,1013,Basic,Annual,20,2025-06-13,,2,Active,Yes
1014,1014,Pro,Annual,50,2025-04-09,,8,Active,Yes
1015,1015,Basic,Monthly,20,2025-12-16,,9,Active,Yes
1016,1016,Free,,0,2025-12-16,,0,Active,No
1017,1017,Basic,Annual,20,2025-06-09,,2,Active,Yes
1018,1018,Free,,0,2025-08-01,,0,Active,No
1019,1019,Basic,Monthly,20,2025-06-07,,3,Active,Yes
1020,1020,Free,,0,2025-03-02,,0,Active,No
1021,1021,Free,,0,2025-03-02,,0,Active,No
1022,1022,Pro,Monthly,50,2025-02-17,,10,Active,Yes
1023,1023,Free,,0,2025-04-24,,0,Active,No
1024,1024,Basic,Monthly,20,2025-02-18,,2,Active,Yes
1025,1025,Free,,0,2025-07-24,,0,Active,No
1026,1026,Free,,0,2025-11-15,,0,Active,No
1027,1027,Basic,Monthly,20,2025-07-31,,7,Active,Yes
1028,1028,Basic,Monthly,20,2025-02-05,,6,Active,Yes
1029,1029,Free,,0,2025-01-13,2025-09-12,0,Cancelled,No
1030,1030,Free,,0,2025-10-18,,0,Active,No
1031,1031,Basic,Monthly,20,2025-09-11,,2,Active,Yes
1032,1032,Free,,0,2025-01-05,,0,Active,No
1033,1033,Free,,0,2025-04-04,,0,Active,No
1034,1034,Free,,0,2025-02-01,2025-03-12,0,Cancelled,No
1035,1035,Free,,0,2025-03-17,,0,Active,No
1036,1036,Basic,Monthly,20,2025-11-19,,4,Active,Yes
1037,1037,Basic,Monthly,20,2025-04-22,,6,Active,Yes
1038,1038,Basic,Monthly,20,2025-01-18,2025-08-05,4,Cancelled,Yes
1039,1039,Pro,Monthly,50,2025-10-15,,8,Active,Yes
1040,1040,Free,,0,2025-11-07,,0,Active,No
1041,1041,Basic,Monthly,20,2025-09-01,,7,Active,Yes
1042,1042,Free,,0,2025-06-22,,0,Active,No
1043,1043,Pro,Monthly,50,2025-05-08,2025-09-17,9,Cancelled,Yes
1044,1044,Basic,Monthly,20,2025-12-10,,5,Active,Yes
1045,1045,Free,,0,2025-08-10,,0,Active,No
1046,1046,Free,,0,2025-03-03,,0,Active,No
1047,1047,Pro,Annual,50,2025-01-13,2025-10-24,7,Cancelled,No
1048,1048,Free,,0,2025-04-02,2025-05-10,0,Cancelled,No
1049,1049,Free,,0,2025-02-06,,0,Active,No
1050,1050,Free,,0,2025-06-24,,0,Active,No
1051,1051,Basic,Monthly,20,2025-02-17,,6,Active,Yes
1052,1052,Pro,Monthly,50,2025-06-24,,0,Active,Yes
1053,1053,Pro,Monthly,50,2025-03-28,,10,Active,Yes
1054,1054,Free,,0,2025-11-02,,0,Active,No
1055,1055,Free,,0,2025-01-05,,0,Active,No
1056,1056,Pro,Monthly,50,2025-03-20,,3,Active,Yes
1057,1057,Free,,0,2025-05-20,,0,Active,No
1058,1058,Basic,Monthly,20,2025-09-09,,5,Active,Yes
1059,1059,Basic,Monthly,20,2025-12-16,,7,Active,No
1060,1060,Basic,Monthly,20,2025-02-20,,10,Active,Yes
1061,1061,Pro,Annual,50,2025-02-22,,2,Active,Yes
1062,1062,Free,,0,2025-09-03,,0,Active,No
1063,1063,Free,,0,2025-03-12,,0,Active,No
1064,1064,Free,,0,2025-08-11,,0,Active,No
1065,1065,Pro,Monthly,50,2025-02-24,2025-08-17,8,Cancelled,Yes
1066,1066,Basic,Monthly,20,2025-08-17,2026-05-10,3,Cancelled,Yes
1067,1067,Free,,0,2025-04-19,2025-12-31,0,Cancelled,No
1068,1068,Free,,0,2025-12-05,,0,Active,No
1069,1069,Free,,0,2025-08-07,,0,Active,No
1070,1070,Free,,0,2025-12-19,,0,Active,No
1071,1071,Basic,Monthly,20,2025-06-08,,5,Active,Yes
1072,1072,Basic,Monthly,20,2025-03-22,,3,Active,Yes
1073,1073,Free,,0,2025-09-06,,0,Active,No
1074,1074,Pro,Monthly,50,2025-04-07,2025-07-31,10,Cancelled,Yes
1075,1075,Free,,0,2025-05-24,,0,Active,No
1076,1076,Basic,Monthly,20,2025-02-05,,10,Active,Yes
1077,1077,Basic,Monthly,20,2025-08-14,,3,Active,No
1078,1078,Free,,0,2025-03-19,,0,Active,No
1079,1079,Free,,0,2025-09-02,,0,Active,No
1080,1080,Free,,0,2025-09-29,,0,Active,No
1081,1081,Free,,0,2025-02-01,2025-03-23,0,Cancelled,No
1082,1082,Free,,0,2025-02-10,2025-04-07,0,Cancelled,No
1083,1083,Free,,0,2025-06-20,,0,Active,No
1084,1084,Free,,0,2025-05-15,,0,Active,No
1085,1085,Free,,0,2025-06-26,,0,Active,No
1086,1086,Free,,0,2025-12-24,,0,Active,No
1087,1087,Free,,0,2025-02-24,,0,Active,No
1088,1088,Free,,0,2025-03-18,,0,Active,No
1089,1089,Pro,Annual,50,2025-07-14,,3,Active,Yes
1090,1090,Pro,Monthly,50,2025-03-01,,0,Active,Yes
1091,1091,Free,,0,2025-03-21,,0,Active,No
1092,1092,Basic,Annual,20,2025-03-12,,5,Active,Yes
1093,1093,Basic,Monthly,20,2025-06-08,,8,Active,Yes
1094,1094,Free,,0,2025-11-06,,0,Active,No
1095,1095,Pro,Annual,50,2025-11-26,2026-04-26,8,Cancelled,No
1096,1096,Free,,0,2025-02-08,,0,Active,No
1097,1097,Free,,0,2025-06-29,,0,Active,No
1098,1098,Basic,Annual,20,2025-08-20,,4,Active,No
1099,1099,Free,,0,2025-06-05,,0,Active,No
1100,1100,Basic,Monthly,20,2025-01-15,,10,Active,Yes
1101,1101,Basic,Monthly,20,2025-03-10,2025-05-01,3,Cancelled,No
1102,1102,Free,,0,2025-07-13,,0,Active,No
1103,1103,Pro,Monthly,50,2025-02-13,,0,Active,Yes
1104,1104,Pro,Monthly,50,2025-02-09,,0,Active,Yes
1105,1105,Pro,Monthly,50,2025-06-05,,6,Active,Yes
1106,1106,Basic,Annual,20,2025-12-08,,3,Active,Yes
1107,1107,Pro,Annual,50,2025-11-06,2026-03-29,0,Cancelled,Yes
1108,1108,Basic,Annual,20,2025-03-18,,8,Active,Yes
1109,1109,Free,,0,2025-12-15,2026-07-19,0,Cancelled,No
1110,1110,Basic,Annual,20,2025-12-20,,10,Active,Yes
1111,1111,Free,,0,2025-11-30,,0,Active,No
1112,1112,Free,,0,2025-06-16,,0,Active,No
1113,1113,Pro,Annual,50,2025-04-21,,7,Active,Yes
1114,1114,Free,,0,2025-03-16,,0,Active,No
1115,1115,Free,,0,2025-04-15,,0,Active,No
1116,1116,Basic,Monthly,20,2025-03-04,,2,Active,No
1117,1117,Free,,0,2025-02-16,,0,Active,No
1118,1118,Free,,0,2025-07-11,,0,Active,No
1119,1119,Free,,0,2025-12-08,,0,Active,No
1120,1120,Basic,Monthly,20,2025-07-27,,2,Active,Yes
1121,1121,Pro,Monthly,50,2025-09-18,,5,Active,Yes
1122,1122,Free,,0,2025-03-02,,0,Active,No
1123,1123,Pro,Monthly,50,2025-03-10,,10,Active,No
1124,1124,Basic,Monthly,20,2025-07-04,,0,Active,Yes
1125,1125,Free,,0,2025-05-17,,0,Active,No
1126,1126,Free,,0,2025-04-19,,0,Active,No
1127,1127,Free,,0,2025-11-03,,0,Active,No
1128,1128,Free,,0,2025-08-19,,0,Active,No
1129,1129,Basic,Annual,20,2025-11-24,2026-06-17,4,Cancelled,No
1130,1130,Free,,0,2025-11-22,,0,Active,No
1131,1131,Basic,Monthly,20,2025-08-18,2025-11-11,7,Cancelled,Yes
1132,1132,Free,,0,2025-04-02,,0,Active,No
1133,1133,Basic,Monthly,20,2025-04-06,,6,Active,Yes
1134,1134,Basic,Monthly,20,2025-08-10,,1,Active,No
1135,1135,Basic,Monthly,20,2025-11-08,,0,Active,Yes
1136,1136,Free,,0,2025-06-14,,0,Active,No
1137,1137,Basic,Annual,20,2025-05-28,,8,Active,Yes
1138,1138,Free,,0,2025-03-07,,0,Active,No
1139,1139,Free,,0,2025-07-29,,0,Active,No
1140,1140,Free,,0,2025-11-16,,0,Active,No
1141,1141,Free,,0,2025-09-17,,0,Active,No
1142,1142,Free,,0,2025-01-15,,0,Active,No
1143,1143,Free,,0,2025-05-28,2025-10-23,0,Cancelled,No
1144,1144,Free,,0,2025-10-09,,0,Active,No
1145,1145,Free,,0,2025-12-17,,0,Active,No
1146,1146,Free,,0,2025-07-23,,0,Active,No
1147,1147,Basic,Monthly,20,2025-10-18,,5,Active,Yes
1148,1148,Basic,Annual,20,2025-05-18,,0,Active,Yes
1149,1149,Free,,0,2025-07-18,,0,Active,No
1150,1150,Free,,0,2025-03-09,,0,Active,No
1151,1151,Basic,Monthly,20,2025-07-13,,6,Active,Yes
1152,1152,Free,,0,2025-12-29,,0,Active,No
1153,1153,Basic,Monthly,20,2025-03-14,,3,Active,Yes
1154,1154,Free,,0,2025-12-27,,0,Active,No
1155,1155,Free,,0,2025-05-23,,0,Active,No
1156,1156,Free,,0,2025-04-09,,0,Active,No
1157,1157,Free,,0,2025-11-04,,0,Active,No
1158,1158,Free,,0,2025-09-12,,0,Active,No
1159,1159,Free,,0,2025-09-22,,0,Active,No
1160,1160,Pro,Monthly,50,2025-10-14,,7,Active,Yes
1161,1161,Free,,0,2025-09-26,,0,Active,No
1162,1162,Free,,0,2025-08-05,,0,Active,No
1163,1163,Pro,Annual,50,2025-12-13,,5,Active,Yes
1164,1164,Pro,Annual,50,2025-02-02,,3,Active,Yes
1165,1165,Basic,Monthly,20,2025-05-15,,9,Active,Yes
1166,1166,Free,,0,2025-02-25,,0,Active,No
1167,1167,Free,,0,2025-08-17,,0,Active,No
1168,1168,Free,,0,2025-09-07,,0,Active,No
1169,1169,Basic,Monthly,20,2025-01-17,2025-06-08,2,Cancelled,Yes
1170,1170,Free,,0,2025-12-26,,0,Active,No
1171,1171,Pro,Monthly,50,2025-10-24,,9,Active,Yes
1172,1172,Free,,0,2025-12-24,,0,Active,No
1173,1173,Pro,Annual,50,2025-05-09,,2,Active,Yes
1174,1174,Basic,Monthly,20,2025-08-11,,6,Active,Yes
1175,1175,Free,,0,2025-11-09,,0,Active,No
1176,1176,Basic,Monthly,20,2025-07-19,2026-04-05,10,Cancelled,Yes
1177,1177,Free,,0,2025-08-06,,0,Active,No
1178,1178,Free,,0,2025-03-11,,0,Active,No
1179,1179,Free,,0,2025-11-04,,0,Active,No
1180,1180,Free,,0,2025-06-20,,0,Active,No
1181,1181,Basic,Monthly,20,2025-03-11,,5,Active,Yes
1182,1182,Free,,0,2025-03-04,2025-06-19,0,Cancelled,No
1183,1183,Free,,0,2025-07-01,,0,Active,No
1184,1184,Free,,0,2025-01-09,2025-06-23,0,Cancelled,No
1185,1185,Free,,0,2025-09-23,,0,Active,No
1186,1186,Free,,0,2025-06-02,,0,Active,No
1187,1187,Free,,0,2025-02-20,,0,Active,No
1188,1188,Pro,Annual,50,2025-10-18,2026-06-03,3,Cancelled,Yes
1189,1189,Free,,0,2025-01-24,2025-05-05,0,Cancelled,No
1190,1190,Free,,0,2025-07-07,,0,Active,No
1191,1191,Free,,0,2025-08-13,,0,Active,No
1192,1192,Free,,0,2025-05-03,2026-02-07,0,Cancelled,No
1193,1193,Free,,0,2025-07-27,,0,Active,No
1194,1194,Free,,0,2025-02-12,,0,Active,No
1195,1195,Free,,0,2025-05-12,2026-02-11,0,Cancelled,No
1196,1196,Basic,Monthly,20,2025-01-12,,6,Active,Yes
1197,1197,Basic,Monthly,20,2025-05-11,,2,Active,No
1198,1198,Pro,Monthly,50,2025-09-30,,4,Active,Yes
1199,1199,Free,,0,2025-09-08,,0,Active,No
1200,1200,Free,,0,2025-02-10,,0,Active,No
1201,1201,Free,,0,2025-03-29,2025-08-24,0,Cancelled,No
1202,1202,Pro,Monthly,50,2025-05-08,,5,Active,Yes
1203,1203,Free,,0,2025-07-09,,0,Active,No
1204,1204,Pro,Monthly,50,2025-07-09,,7,Active,Yes
1205,1205,Basic,Monthly,20,2025-11-12,,3,Active,Yes
1206,1206,Free,,0,2025-07-22,,0,Active,No
1207,1207,Free,,0,2025-02-05,,0,Active,No
1208,1208,Free,,0,2025-06-19,,0,Active,No
1209,1209,Free,,0,2025-10-30,,0,Active,No
1210,1210,Free,,0,2025-09-16,,0,Active,No
1211,1211,Free,,0,2025-02-03,,0,Active,No
1212,1212,Free,,0,2025-06-13,2025-09-25,0,Cancelled,No
1213,1213,Free,,0,2025-02-21,,0,Active,No
1214,1214,Basic,Monthly,20,2025-01-23,,0,Active,Yes
1215,1215,Free,,0,2025-07-12,2025-08-12,0,Cancelled,No
1216,1216,Basic,Monthly,20,2025-11-17,,3,Active,No
1217,1217,Basic,Monthly,20,2025-05-17,2026-01-13,5,Cancelled,No
1218,1218,Basic,Annual,20,2025-07-12,,9,Active,Yes
1219,1219,Free,,0,2025-03-22,,0,Active,No
1220,1220,Free,,0,2025-11-09,,0,Active,No
1221,1221,Free,,0,2025-08-21,,0,Active,No
1222,1222,Free,,0,2025-04-24,,0,Active,No
1223,1223,Free,,0,2025-06-21,,0,Active,No
1224,1224,Basic,Monthly,20,2025-11-21,,8,Active,Yes
1225,1225,Basic,Annual,20,2025-07-08,,0,Active,Yes
1226,1226,Basic,Annual,20,2025-05-01,,6,Active,No
1227,1227,Basic,Monthly,20,2025-10-08,,8,Active,Yes
1228,1228,Free,,0,2025-12-05,,0,Active,No
1229,1229,Free,,0,2025-11-16,2025-12-16,0,Cancelled,No
1230,1230,Free,,0,2025-08-09,,0,Active,No
1231,1231,Basic,Monthly,20,2025-01-26,,9,Active,Yes
1232,1232,Free,,0,2025-12-25,,0,Active,No
1233,1233,Basic,Annual,20,2025-12-31,,7,Active,Yes
1234,1234,Free,,0,2025-03-08,,0,Active,No
1235,1235,Pro,Annual,50,2025-07-16,,9,Active,Yes
1236,1236,Free,,0,2025-09-26,,0,Active,No
1237,1237,Free,,0,2025-10-23,,0,Active,No
1238,1238,Free,,0,2025-07-24,,0,Active,No
1239,1239,Basic,Monthly,20,2025-12-13,,4,Active,Yes
1240,1240,Free,,0,2025-12-31,,0,Active,No
1241,1241,Pro,Annual,50,2025-07-13,,6,Active,Yes
1242,1242,Free,,0,2025-02-05,,0,Active,No
1243,1243,Pro,Monthly,50,2025-08-22,,6,Active,Yes
1244,1244,Free,,0,2025-03-10,,0,Active,No
1245,1245,Free,,0,2025-04-07,2025-07-18,0,Cancelled,No
1246,1246,Free,,0,2025-03-01,,0,Active,No
1247,1247,Basic,Monthly,20,2025-05-08,,1,Active,Yes
1248,1248,Free,,0,2025-07-18,,0,Active,No
1249,1249,Free,,0,2025-02-08,,0,Active,No
1250,1250,Free,,0,2025-04-20,,0,Active,No
1251,1251,Basic,Monthly,20,2025-07-31,,2,Active,Yes
1252,1252,Basic,Monthly,20,2025-06-25,,0,Active,Yes
1253,1253,Pro,Monthly,50,2025-11-07,,8,Active,No
1254,1254,Free,,0,2025-03-03,,0,Active,No
1255,1255,Free,,0,2025-05-07,,0,Active,No
1256,1256,Free,,0,2025-12-14,,0,Active,No
1257,1257,Free,,0,2025-10-11,,0,Active,No
1258,1258,Free,,0,2025-03-23,,0,Active,No
1259,1259,Pro,Monthly,50,2025-09-20,,9,Active,Yes
1260,1260,Basic,Monthly,20,2025-10-12,,1,Active,No
1261,1261,Free,,0,2025-11-30,,0,Active,No
1262,1262,Basic,Monthly,20,2025-06-02,,2,Active,Yes
1263,1263,Basic,Annual,20,2025-11-08,,0,Active,Yes
1264,1264,Free,,0,2025-02-01,,0,Active,No
1265,1265,Free,,0,2025-12-23,,0,Active,No
1266,1266,Free,,0,2025-06-02,,0,Active,No
1267,1267,Basic,Annual,20,2025-03-23,,7,Active,Yes
1268,1268,Pro,Monthly,50,2025-02-01,,6,Active,No
1269,1269,Free,,0,2025-06-03,,0,Active,No
1270,1270,Basic,Monthly,20,2025-07-27,,7,Active,Yes
1271,1271,Free,,0,2025-09-19,,0,Active,No
1272,1272,Free,,0,2025-02-04,,0,Active,No
1273,1273,Free,,0,2025-11-27,,0,Active,No
1274,1274,Free,,0,2025-09-30,,0,Active,No
1275,1275,Free,,0,2025-02-11,,0,Active,No
1276,1276,Pro,Monthly,50,2025-05-14,,1,Active,No
1277,1277,Free,,0,2025-03-10,2025-12-29,0,Cancelled,No
1278,1278,Basic,Annual,20,2025-07-03,,5,Active,Yes
1279,1279,Free,,0,2025-06-14,,0,Active,No
1280,1280,Free,,0,2025-11-02,2026-02-14,0,Cancelled,No
1281,1281,Free,,0,2025-10-14,,0,Active,No
1282,1282,Basic,Monthly,20,2025-07-10,,6,Active,Yes
1283,1283,Pro,Monthly,50,2025-07-14,,2,Active,Yes
1284,1284,Free,,0,2025-05-16,,0,Active,No
1285,1285,Free,,0,2025-12-03,2026-07-04,0,Cancelled,No
1286,1286,Free,,0,2025-05-05,,0,Active,No
1287,1287,Pro,Monthly,50,2025-07-29,,5,Active,Yes
1288,1288,Free,,0,2025-10-18,,0,Active,No
1289,1289,Free,,0,2025-08-14,,0,Active,No
1290,1290,Basic,Annual,20,2025-04-23,2025-12-23,8,Cancelled,Yes
1291,1291,Basic,Monthly,20,2025-12-26,,3,Active,Yes
1292,1292,Free,,0,2025-10-25,,0,Active,No
1293,1293,Basic,Monthly,20,2025-05-14,,5,Active,Yes
1294,1294,Free,,0,2025-03-05,,0,Active,No
1295,1295,Free,,0,2025-10-30,,0,Active,No
1296,1296,Basic,Monthly,20,2025-10-17,,3,Active,Yes
1297,1297,Free,,0,2025-02-19,,0,Active,No
1298,1298,Basic,Monthly,20,2025-01-20,,8,Active,Yes
1299,1299,Free,,0,2025-04-29,2025-08-09,0,Cancelled,No
1300,1300,Free,,0,2025-09-24,,0,Active,No
1301,1301,Basic,Monthly,20,2025-11-28,,2,Active,Yes
1302,1302,Basic,Monthly,20,2025-01-27,,0,Active,Yes
1303,1303,Basic,Annual,20,2025-09-13,,8,Active,No
1304,1304,Free,,0,2025-12-02,,0,Active,No
1305,1305,Free,,0,2025-04-26,2025-08-04,0,Cancelled,No
1306,1306,Basic,Monthly,20,2025-08-01,,10,Active,Yes
1307,1307,Basic,Monthly,20,2025-11-23,,6,Active,Yes
1308,1308,Pro,Monthly,50,2025-04-22,2026-01-18,3,Cancelled,No
1309,1309,Free,,0,2025-09-06,,0,Active,No
1310,1310,Basic,Monthly,20,2025-09-10,,3,Active,Yes
1311,1311,Free,,0,2025-05-13,,0,Active,No
1312,1312,Free,,0,2025-10-20,2026-05-13,0,Cancelled,No
1313,1313,Free,,0,2025-03-05,2025-08-09,0,Cancelled,No
1314,1314,Free,,0,2025-01-28,,0,Active,No
1315,1315,Free,,0,2025-06-06,,0,Active,No
1316,1316,Free,,0,2025-03-22,,0,Active,No
1317,1317,Free,,0,2025-12-18,,0,Active,No
1318,1318,Free,,0,2025-07-19,,0,Active,No
1319,1319,Basic,Monthly,20,2025-09-14,,9,Active,Yes
1320,1320,Free,,0,2025-10-14,2026-05-01,0,Cancelled,No
1321,1321,Free,,0,2025-10-03,,0,Active,No
1322,1322,Free,,0,2025-04-26,,0,Active,No
1323,1323,Free,,0,2025-03-04,,0,Active,No
1324,1324,Basic,Monthly,20,2025-04-06,,7,Active,No
1325,1325,Pro,Monthly,50,2025-07-13,2025-09-29,3,Cancelled,Yes
1326,1326,Free,,0,2025-11-24,,0,Active,No
1327,1327,Free,,0,2025-09-25,,0,Active,No
1328,1328,Free,,0,2025-11-02,,0,Active,No
1329,1329,Free,,0,2025-08-14,,0,Active,No
1330,1330,Free,,0,2025-08-16,,0,Active,No
1331,1331,Free,,0,2025-04-30,,0,Active,No
1332,1332,Pro,Annual,50,2025-02-22,,9,Active,Yes
1333,1333,Pro,Monthly,50,2025-02-11,,8,Active,No
1334,1334,Basic,Annual,20,2025-01-25,,2,Active,Yes
1335,1335,Basic,Monthly,20,2025-12-20,2026-05-14,0,Cancelled,Yes
1336,1336,Free,,0,2025-10-26,2026-05-21,0,Cancelled,No
1337,1337,Pro,Monthly,50,2025-03-19,,3,Active,Yes
1338,1338,Free,,0,2025-08-17,,0,Active,No
1339,1339,Basic,Monthly,20,2025-01-01,,9,Active,Yes
1340,1340,Free,,0,2025-01-16,,0,Active,No
1341,1341,Basic,Monthly,20,2025-07-10,,8,Active,Yes
1342,1342,Free,,0,2025-07-22,,0,Active,No
1343,1343,Basic,Monthly,20,2025-04-24,,9,Active,No
1344,1344,Free,,0,2025-02-15,,0,Active,No
1345,1345,Free,,0,2025-03-15,,0,Active,No
1346,1346,Free,,0,2025-06-10,,0,Active,No
1347,1347,Basic,Monthly,20,2025-05-26,,4,Active,No
1348,1348,Basic,Monthly,20,2025-10-21,,2,Active,Yes
1349,1349,Free,,0,2025-01-12,2025-04-17,0,Cancelled,No
1350,1350,Free,,0,2025-04-25,,0,Active,No
1351,1351,Free,,0,2025-03-17,,0,Active,No
1352,1352,Basic,Monthly,20,2025-04-09,,0,Active,Yes
1353,1353,Free,,0,2025-05-02,,0,Active,No
1354,1354,Free,,0,2025-01-17,,0,Active,No
1355,1355,Free,,0,2025-09-10,,0,Active,No
1356,1356,Free,,0,2025-04-26,,0,Active,No
1357,1357,Free,,0,2025-08-24,,0,Active,No
1358,1358,Free,,0,2025-02-24,,0,Active,No
1359,1359,Pro,Annual,50,2025-11-27,,0,Active,Yes
1360,1360,Free,,0,2025-08-13,,0,Active,No
1361,1361,Basic,Monthly,20,2025-08-19,,7,Active,Yes
1362,1362,Free,,0,2025-05-07,,0,Active,No
1363,1363,Basic,Monthly,20,2025-01-12,2025-07-18,2,Cancelled,Yes
1364,1364,Free,,0,2025-12-18,,0,Active,No
1365,1365,Free,,0,2025-04-15,2025-06-14,0,Cancelled,No
1366,1366,Basic,Monthly,20,2025-06-12,,1,Active,Yes
1367,1367,Free,,0,2025-04-24,,0,Active,No
1368,1368,Basic,Annual,20,2025-03-04,,0,Active,Yes
1369,1369,Basic,Monthly,20,2025-01-31,,3,Active,Yes
1370,1370,Free,,0,2025-08-24,,0,Active,No
1371,1371,Basic,Monthly,20,2025-07-10,,6,Active,Yes
1372,1372,Free,,0,2025-11-30,2026-09-24,0,Cancelled,No
1373,1373,Free,,0,2025-08-03,2025-11-09,0,Cancelled,No
1374,1374,Basic,Annual,20,2025-12-07,,3,Active,Yes
1375,1375,Free,,0,2025-08-19,2025-10-21,0,Cancelled,No
1376,1376,Basic,Monthly,20,2025-05-08,,2,Active,Yes
1377,1377,Free,,0,2025-02-20,,0,Active,No
1378,1378,Free,,0,2025-11-23,,0,Active,No
1379,1379,Basic,Monthly,20,2025-07-19,,0,Active,Yes
1380,1380,Basic,Monthly,20,2025-01-13,,7,Active,Yes
1381,1381,Free,,0,2025-06-03,,0,Active,No
1382,1382,Basic,Monthly,20,2025-07-12,,5,Active,Yes
1383,1383,Free,,0,2025-01-17,,0,Active,No
1384,1384,Free,,0,2025-07-11,,0,Active,No
1385,1385,Free,,0,2025-08-18,,0,Active,No
1386,1386,Free,,0,2025-05-25,,0,Active,No
1387,1387,Free,,0,2025-05-23,,0,Active,No
1388,1388,Basic,Annual,20,2025-07-10,,1,Active,Yes
1389,1389,Basic,Monthly,20,2025-08-19,,9,Active,No
1390,1390,Free,,0,2025-12-26,,0,Active,No
1391,1391,Free,,0,2025-07-28,,0,Active,No
1392,1392,Free,,0,2025-04-17,,0,Active,No
1393,1393,Free,,0,2025-03-14,,0,Active,No
1394,1394,Free,,0,2025-01-11,,0,Active,No
1395,1395,Free,,0,2025-03-13,,0,Active,No
1396,1396,Free,,0,2025-08-24,,0,Active,No
1397,1397,Pro,Monthly,50,2025-09-02,,3,Active,Yes
1398,1398,Basic,Monthly,20,2025-04-03,,4,Active,Yes
1399,1399,Pro,Monthly,50,2025-02-14,2025-07-28,1,Cancelled,Yes
1400,1400,Free,,0,2025-02-21,2025-05-12,0,Cancelled,No
1401,1401,Free,,0,2025-11-25,,0,Active,No
1402,1402,Basic,Monthly,20,2025-11-13,,2,Active,Yes
1403,1403,Basic,Monthly,20,2025-04-08,,9,Active,No
1404,1404,Free,,0,2025-08-08,2026-04-18,0,Cancelled,No
1405,1405,Free,,0,2025-02-28,,0,Active,No
1406,1406,Pro,Monthly,50,2025-08-03,,6,Active,Yes
1407,1407,Pro,Monthly,50,2025-12-24,,8,Active,Yes
1408,1408,Pro,Monthly,50,2025-10-23,,10,Active,Yes
1409,1409,Pro,Monthly,50,2025-03-29,,6,Active,Yes
1410,1410,Free,,0,2025-06-03,,0,Active,No
1411,1411,Free,,0,2025-05-09,,0,Active,No
1412,1412,Free,,0,2025-04-24,,0,Active,No
