payment_id,subscription_id,user_id,payment_date,amount,payment_method,payment_status,invoice_number
4270,2101,2101,2025-08-30,50,UPI,Success,INV-004270
3297,1620,1620,2025-08-30,50,UPI,Success,INV-003297
3754,1843,1843,2025-08-30,20,Bank Transfer,Success,INV-003754
3010,1490,1490,2025-08-30,50,UPI,Success,INV-003010
5301,2685,2685,2025-08-30,50,UPI,Success,INV-005301
1580,802,802,2025-08-30,50,Bank Transfer,Success,INV-001580
910,488,488,2025-08-30,20,Bank Transfer,Success,INV-000910
695,371,371,2025-08-30,20,Bank Transfer,Success,INV-000695
644,358,358,2025-08-30,50,UPI,Success,INV-000644
5238,2648,2648,2025-08-30,20,Bank Transfer,Success,INV-005238
2907,1424,1424,2025-08-31,20,PayPal,Success,INV-002907
2094,1027,1027,2025-08-31,20,PayPal,Success,INV-002094
2539,1251,1251,2025-08-31,20,Credit Card,Success,INV-002539
25,9,9,2025-08-31,20,PayPal,Success,INV-000025
4410,2190,2190,2025-08-31,240,Bank Transfer,Success,INV-004410
1676,851,851,2025-08-31,20,Bank Transfer,Success,INV-001676
5537,2790,2790,2025-08-31,240,Credit Card,Failed,INV-005537
2977,1460,1460,2025-09-01,20,Bank Transfer,Success,INV-002977
1216,628,628,2025-09-01,20,UPI,Success,INV-001216
2135,1041,1041,2025-09-01,20,Credit Card,Success,INV-002135
5222,2645,2645,2025-09-01,20,Credit Card,Success,INV-005222
4682,2357,2357,2025-09-01,20,PayPal,Success,INV-004682
5755,2884,2884,2025-09-01,20,Credit Card,Success,INV-005755
1348,691,691,2025-09-01,20,Bank Transfer,Success,INV-001348
654,359,359,2025-09-01,20,UPI,Success,INV-000654
2576,1268,1268,2025-09-01,50,Credit Card,Success,INV-002576
3498,1733,1733,2025-09-01,20,PayPal,Success,INV-003498
4580,2306,2306,2025-09-01,50,PayPal,Success,INV-004580
468,273,273,2025-09-01,50,Bank Transfer,Success,INV-000468
366,192,192,2025-09-01,50,PayPal,Success,INV-000366
2256,1090,1090,2025-09-01,50,Bank Transfer,Success,INV-002256
1513,763,763,2025-09-01,240,Credit Card,Success,INV-001513
3660,1801,1801,2025-09-01,20,Bank Transfer,Success,INV-003660
10,2,2,2025-09-01,20,Credit Card,Success,INV-000010
4235,2094,2094,2025-09-01,20,Bank Transfer,Success,INV-004235
2721,1339,1339,2025-09-01,20,Bank Transfer,Success,INV-002721
2654,1306,1306,2025-09-01,20,Bank Transfer,Success,INV-002654
5112,2579,2579,2025-09-01,20,PayPal,Success,INV-005112
1610,810,810,2025-09-01,240,Bank Transfer,Failed,INV-001610
841,462,462,2025-09-01,20,Bank Transfer,Success,INV-000841
407,224,224,2025-09-01,50,Credit Card,Success,INV-000407
3597,1781,1781,2025-09-01,50,UPI,Success,INV-003597
1765,873,873,2025-09-02,20,Credit Card,Success,INV-001765
159,69,69,2025-09-02,20,PayPal,Success,INV-000159
953,502,502,2025-09-02,20,PayPal,Success,INV-000953
5034,2534,2534,2025-09-02,20,Credit Card,Success,INV-005034
2838,1397,1397,2025-09-02,50,Credit Card,Success,INV-002838
1188,619,619,2025-09-02,20,Bank Transfer,Success,INV-001188
2563,1262,1262,2025-09-02,20,Credit Card,Success,INV-002563
1125,592,592,2025-09-02,50,Credit Card,Success,INV-001125
767,430,430,2025-09-02,20,UPI,Success,INV-000767
3122,1559,1559,2025-09-02,50,PayPal,Success,INV-003122
5893,2975,2975,2025-09-02,20,UPI,Success,INV-005893
147,63,63,2025-09-02,50,PayPal,Success,INV-000147
3398,1676,1676,2025-09-02,20,UPI,Success,INV-003398
374,197,197,2025-09-02,50,Bank Transfer,Success,INV-000374
124,38,38,2025-09-02,20,Credit Card,Success,INV-000124
4335,2157,2157,2025-09-03,50,Bank Transfer,Success,INV-004335
836,457,457,2025-09-03,20,Bank Transfer,Success,INV-000836
948,500,500,2025-09-03,20,UPI,Success,INV-000948
4039,1999,1999,2025-09-03,50,Bank Transfer,Success,INV-004039
3279,1616,1616,2025-09-03,20,PayPal,Success,INV-003279
3969,1953,1953,2025-09-03,20,Bank Transfer,Success,INV-003969
3587,1778,1778,2025-09-03,50,Credit Card,Success,INV-003587
2869,1406,1406,2025-09-03,50,UPI,Failed,INV-002869
79,26,26,2025-09-03,50,Bank Transfer,Success,INV-000079
4937,2477,2477,2025-09-03,20,Bank Transfer,Success,INV-004937
21,8,8,2025-09-03,50,PayPal,Failed,INV-000021
1732,862,862,2025-09-03,20,UPI,Success,INV-001732
2847,1398,1398,2025-09-03,20,Credit Card,Success,INV-002847
5668,2850,2850,2025-09-03,50,PayPal,Success,INV-005668
503,285,285,2025-09-03,20,PayPal,Success,INV-000503
3736,1833,1833,2025-09-03,20,Credit Card,Success,INV-003736
1228,630,630,2025-09-03,20,UPI,Success,INV-001228
1851,904,904,2025-09-03,50,Credit Card,Success,INV-001851
5857,2950,2950,2025-09-03,20,PayPal,Success,INV-005857
42,14,14,2025-09-03,20,Credit Card,Success,INV-000042
1290,666,666,2025-09-03,20,Credit Card,Success,INV-001290
3603,1784,1784,2025-09-03,20,UPI,Success,INV-003603
5817,2923,2923,2025-09-03,20,UPI,Success,INV-005817
5245,2651,2651,2025-09-03,50,UPI,Success,INV-005245
3615,1786,1786,2025-09-03,20,UPI,Success,INV-003615
2934,1444,1444,2025-09-04,50,UPI,Success,INV-002934
5538,2793,2793,2025-09-04,20,Credit Card,Success,INV-005538
1336,690,690,2025-09-04,50,Bank Transfer,Success,INV-001336
2324,1116,1116,2025-09-04,20,PayPal,Success,INV-002324
4630,2333,2333,2025-09-04,50,Bank Transfer,Success,INV-004630
2350,1124,1124,2025-09-04,20,UPI,Success,INV-002350
5351,2702,2702,2025-09-04,20,Credit Card,Success,INV-005351
1012,524,524,2025-09-04,20,PayPal,Success,INV-001012
5687,2853,2853,2025-09-04,50,Bank Transfer,Success,INV-005687
3474,1711,1711,2025-09-04,20,UPI,Success,INV-003474
4484,2249,2249,2025-09-04,50,UPI,Success,INV-004484
1960,968,968,2025-09-04,20,PayPal,Success,INV-001960
4139,2042,2042,2025-09-04,50,PayPal,Success,INV-004139
1671,847,847,2025-09-04,20,Credit Card,Success,INV-001671
3628,1794,1794,2025-09-04,50,Credit Card,Success,INV-003628
1233,631,631,2025-09-04,20,Bank Transfer,Success,INV-001233
4470,2227,2227,2025-09-05,20,UPI,Success,INV-004470
4152,2048,2048,2025-09-05,50,Bank Transfer,Success,INV-004152
2055,1010,1010,2025-09-05,20,PayPal,Success,INV-002055
3193,1579,1579,2025-09-05,20,PayPal,Success,INV-003193
1558,794,794,2025-09-05,20,PayPal,Success,INV-001558
5933,2992,2992,2025-09-05,50,Bank Transfer,Success,INV-005933
5713,2864,2864,2025-09-05,20,Credit Card,Success,INV-005713
4251,2096,2096,2025-09-05,50,UPI,Success,INV-004251
5603,2833,2833,2025-09-05,20,PayPal,Success,INV-005603
2106,1028,1028,2025-09-05,20,Credit Card,Success,INV-002106
2990,1470,1470,2025-09-05,50,Bank Transfer,Success,INV-002990
608,327,327,2025-09-05,20,Bank Transfer,Success,INV-000608
2240,1076,1076,2025-09-05,20,Bank Transfer,Success,INV-002240
4739,2381,2381,2025-09-05,50,UPI,Success,INV-004739
4405,2187,2187,2025-09-05,20,PayPal,Success,INV-004405
5007,2510,2510,2025-09-05,20,Credit Card,Success,INV-005007
4734,2376,2376,2025-09-05,20,Credit Card,Success,INV-004734
5012,2516,2516,2025-09-05,50,PayPal,Success,INV-005012
3684,1817,1817,2025-09-05,20,PayPal,Success,INV-003684
63,19,19,2025-09-05,50,UPI,Success,INV-000063
4642,2337,2337,2025-09-05,50,Credit Card,Success,INV-004642
1436,722,722,2025-09-05,20,UPI,Failed,INV-001436
94,30,30,2025-09-05,50,Bank Transfer,Success,INV-000094
623,333,333,2025-09-05,50,UPI,Success,INV-000623
4440,2213,2213,2025-09-05,50,Credit Card,Success,INV-004440
1530,765,765,2025-09-05,20,UPI,Success,INV-001530
4432,2206,2206,2025-09-05,20,UPI,Success,INV-004432
3134,1561,1561,2025-09-05,20,Bank Transfer,Success,INV-003134
3425,1687,1687,2025-09-05,20,Credit Card,Success,INV-003425
4102,2030,2030,2025-09-05,20,UPI,Success,INV-004102
5189,2625,2625,2025-09-05,20,PayPal,Success,INV-005189
5623,2837,2837,2025-09-05,50,Bank Transfer,Success,INV-005623
1821,894,894,2025-09-05,20,Credit Card,Success,INV-001821
2309,1105,1105,2025-09-05,50,Credit Card,Success,INV-002309
5705,2863,2863,2025-09-05,20,UPI,Success,INV-005705
3636,1795,1795,2025-09-06,50,Credit Card,Success,INV-003636
4844,2435,2435,2025-09-06,20,Credit Card,Success,INV-004844
5861,2952,2952,2025-09-06,50,UPI,Success,INV-005861
988,521,521,2025-09-06,20,UPI,Success,INV-000988
4497,2259,2259,2025-09-06,50,Credit Card,Success,INV-004497
4835,2434,2434,2025-09-06,50,Bank Transfer,Success,INV-004835
5184,2621,2621,2025-09-06,20,Credit Card,Success,INV-005184
2363,1133,1133,2025-09-06,20,Credit Card,Success,INV-002363
4262,2098,2098,2025-09-06,50,Credit Card,Success,INV-004262
5660,2845,2845,2025-09-06,240,Credit Card,Success,INV-005660
5217,2644,2644,2025-09-06,50,Bank Transfer,Success,INV-005217
4491,2253,2253,2025-09-06,20,UPI,Success,INV-004491
5208,2636,2636,2025-09-06,20,Credit Card,Success,INV-005208
2682,1324,1324,2025-09-06,20,UPI,Success,INV-002682
2957,1447,1447,2025-09-06,50,UPI,Success,INV-002957
1393,707,707,2025-09-06,50,Bank Transfer,Failed,INV-001393
5320,2696,2696,2025-09-06,20,PayPal,Success,INV-005320
5103,2571,2571,2025-09-06,20,Bank Transfer,Success,INV-005103
655,362,362,2025-09-06,240,Credit Card,Success,INV-000655
3778,1856,1856,2025-09-06,20,Credit Card,Success,INV-003778
5124,2581,2581,2025-09-06,20,PayPal,Success,INV-005124
1088,572,572,2025-09-07,50,Credit Card,Success,INV-001088
4928,2473,2473,2025-09-07,20,Bank Transfer,Success,INV-004928
5023,2522,2522,2025-09-07,50,Bank Transfer,Success,INV-005023
4050,2006,2006,2025-09-07,50,Credit Card,Failed,INV-004050
1065,563,563,2025-09-07,20,Bank Transfer,Success,INV-001065
3569,1771,1771,2025-09-07,20,PayPal,Success,INV-003569
3702,1826,1826,2025-09-07,20,PayPal,Failed,INV-003702
582,317,317,2025-09-07,50,PayPal,Success,INV-000582
2067,1019,1019,2025-09-07,20,Credit Card,Success,INV-002067
688,369,369,2025-09-07,50,PayPal,Success,INV-000688
1043,560,560,2025-09-07,20,Credit Card,Success,INV-001043
5848,2948,2948,2025-09-07,50,PayPal,Success,INV-005848
3231,1597,1597,2025-09-07,20,PayPal,Failed,INV-003231
5554,2805,2805,2025-09-07,20,PayPal,Success,INV-005554
4915,2467,2467,2025-09-07,50,UPI,Success,INV-004915
4730,2372,2372,2025-09-08,20,PayPal,Success,INV-004730
1622,818,818,2025-09-08,20,Credit Card,Success,INV-001622
1156,608,608,2025-09-08,20,Credit Card,Success,INV-001156
2534,1247,1247,2025-09-08,20,UPI,Success,INV-002534
597,321,321,2025-09-08,20,Credit Card,Success,INV-000597
817,454,454,2025-09-08,50,PayPal,Success,INV-000817
967,506,506,2025-09-08,20,Bank Transfer,Success,INV-000967
3151,1565,1565,2025-09-08,20,Bank Transfer,Success,INV-003151
2804,1376,1376,2025-09-08,20,Bank Transfer,Success,INV-002804
1947,955,955,2025-09-08,50,Credit Card,Success,INV-001947
592,318,318,2025-09-08,50,PayPal,Success,INV-000592
1870,908,908,2025-09-08,50,Bank Transfer,Success,INV-001870
2143,1043,1043,2025-09-08,50,PayPal,Success,INV-002143
3368,1658,1658,2025-09-08,20,Bank Transfer,Success,INV-003368
2864,1403,1403,2025-09-08,20,PayPal,Success,INV-002864
2920,1430,1430,2025-09-08,50,Credit Card,Success,INV-002920
1119,585,585,2025-09-08,20,UPI,Success,INV-001119
5787,2906,2906,2025-09-08,20,PayPal,Success,INV-005787
3718,1831,1831,2025-09-08,50,Credit Card,Success,INV-003718
4243,2095,2095,2025-09-08,20,UPI,Success,INV-004243
2264,1093,1093,2025-09-08,20,PayPal,Success,INV-002264
2916,1427,1427,2025-09-08,20,Bank Transfer,Success,INV-002916
3762,1845,1845,2025-09-08,20,Credit Card,Success,INV-003762
2467,1202,1202,2025-09-08,50,PayPal,Success,INV-002467
5724,2867,2867,2025-09-08,20,Bank Transfer,Success,INV-005724
4563,2303,2303,2025-09-08,50,Credit Card,Success,INV-004563
2215,1071,1071,2025-09-08,20,Bank Transfer,Success,INV-002215
4703,2363,2363,2025-09-08,50,Credit Card,Success,INV-004703
3334,1629,1629,2025-09-09,20,PayPal,Success,INV-003334
1166,609,609,2025-09-09,20,UPI,Success,INV-001166
2756,1352,1352,2025-09-09,20,PayPal,Success,INV-002756
3415,1682,1682,2025-09-09,50,PayPal,Success,INV-003415
5883,2969,2969,2025-09-09,20,Credit Card,Success,INV-005883
5614,2836,2836,2025-09-09,50,Bank Transfer,Success,INV-005614
3438,1695,1695,2025-09-09,20,PayPal,Success,INV-003438
5311,2690,2690,2025-09-09,20,Bank Transfer,Success,INV-005311
523,289,289,2025-09-09,20,Bank Transfer,Success,INV-000523
2473,1204,1204,2025-09-09,50,UPI,Success,INV-002473
2184,1058,1058,2025-09-09,20,PayPal,Success,INV-002184
2302,1104,1104,2025-09-09,50,Bank Transfer,Success,INV-002302
2020,999,999,2025-09-09,50,UPI,Success,INV-002020
5497,2769,2769,2025-09-09,20,PayPal,Failed,INV-005497
3909,1931,1931,2025-09-09,20,Bank Transfer,Success,INV-003909
617,329,329,2025-09-09,50,PayPal,Success,INV-000617
3917,1935,1935,2025-09-09,20,UPI,Success,INV-003917
5733,2874,2874,2025-09-09,20,Credit Card,Success,INV-005733
356,191,191,2025-09-09,20,PayPal,Success,INV-000356
4996,2504,2504,2025-09-09,20,Bank Transfer,Success,INV-004996
1107,577,577,2025-09-09,20,Credit Card,Success,INV-001107
3246,1600,1600,2025-09-09,50,Credit Card,Success,INV-003246
1325,688,688,2025-09-09,50,PayPal,Failed,INV-001325
5085,2564,2564,2025-09-09,50,PayPal,Success,INV-005085
5029,2529,2529,2025-09-09,20,PayPal,Success,INV-005029
2344,1123,1123,2025-09-10,50,Bank Transfer,Success,INV-002344
2368,1134,1134,2025-09-10,20,UPI,Success,INV-002368
1456,738,738,2025-09-10,20,Credit Card,Success,INV-001456
1321,684,684,2025-09-10,20,Credit Card,Failed,INV-001321
4781,2398,2398,2025-09-10,50,UPI,Failed,INV-004781
1666,842,842,2025-09-10,50,Credit Card,Success,INV-001666
212,94,94,2025-09-10,50,PayPal,Success,INV-000212
793,440,440,2025-09-10,50,Bank Transfer,Success,INV-000793
2795,1371,1371,2025-09-10,20,UPI,Success,INV-002795
5423,2723,2723,2025-09-10,50,Credit Card,Success,INV-005423
3773,1855,1855,2025-09-10,20,UPI,Success,INV-003773
2727,1341,1341,2025-09-10,20,Credit Card,Success,INV-002727
1589,807,807,2025-09-10,50,UPI,Success,INV-001589
1611,813,813,2025-09-10,20,Credit Card,Success,INV-001611
178,78,78,2025-09-10,50,Bank Transfer,Success,INV-000178
4117,2034,2034,2025-09-10,50,PayPal,Failed,INV-004117
2669,1310,1310,2025-09-10,20,Bank Transfer,Success,INV-002669
1492,757,757,2025-09-10,20,PayPal,Success,INV-001492
1247,639,639,2025-09-10,50,Credit Card,Success,INV-001247
2597,1282,1282,2025-09-10,20,Bank Transfer,Success,INV-002597
454,263,263,2025-09-10,20,PayPal,Success,INV-000454
132,48,48,2025-09-10,20,PayPal,Success,INV-000132
2434,1181,1181,2025-09-11,20,PayPal,Success,INV-002434
4073,2016,2016,2025-09-11,50,PayPal,Success,INV-004073
3223,1596,1596,2025-09-11,20,PayPal,Success,INV-003223
113,37,37,2025-09-11,20,PayPal,Success,INV-000113
3027,1498,1498,2025-09-11,20,PayPal,Success,INV-003027
4343,2163,2163,2025-09-11,50,UPI,Success,INV-004343
4089,2027,2027,2025-09-11,20,Credit Card,Success,INV-004089
2697,1333,1333,2025-09-11,50,UPI,Success,INV-002697
1478,751,751,2025-09-11,20,UPI,Success,INV-001478
4303,2127,2127,2025-09-11,240,PayPal,Failed,INV-004303
1721,861,861,2025-09-11,50,PayPal,Success,INV-001721
4382,2183,2183,2025-09-11,20,Bank Transfer,Success,INV-004382
479,275,275,2025-09-11,20,UPI,Success,INV-000479
2418,1174,1174,2025-09-11,20,Bank Transfer,Success,INV-002418
4672,2347,2347,2025-09-11,20,Credit Card,Failed,INV-004672
4770,2396,2396,2025-09-11,50,Credit Card,Success,INV-004770
3067,1514,1514,2025-09-11,20,PayPal,Success,INV-003067
1079,568,568,2025-09-11,20,Bank Transfer,Failed,INV-001079
903,487,487,2025-09-11,50,UPI,Success,INV-000903
2110,1031,1031,2025-09-11,20,Bank Transfer,Success,INV-002110
3642,1797,1797,2025-09-11,20,PayPal,Success,INV-003642
3260,1606,1606,2025-09-11,20,Bank Transfer,Success,INV-003260
2455,1197,1197,2025-09-11,20,PayPal,Success,INV-002455
4177,2063,2063,2025-09-11,20,UPI,Success,INV-004177
3650,1798,1798,2025-09-12,20,UPI,Success,INV-003650
4876,2450,2450,2025-09-12,20,UPI,Success,INV-004876
5325,2697,2697,2025-09-12,50,Credit Card,Success,INV-005325
1866,907,907,2025-09-12,20,UPI,Failed,INV-001866
3462,1706,1706,2025-09-12,20,PayPal,Success,INV-003462
354,190,190,2025-09-12,50,PayPal,Success,INV-000354
3201,1589,1589,2025-09-12,50,Bank Transfer,Success,INV-003201
2447,1196,1196,2025-09-12,20,Bank Transfer,Success,INV-002447
2828,1382,1382,2025-09-12,20,Credit Card,Success,INV-002828
4319,2140,2140,2025-09-12,600,PayPal,Success,INV-004319
1934,942,942,2025-09-12,50,UPI,Success,INV-001934
755,406,406,2025-09-12,20,Credit Card,Success,INV-000755
5764,2893,2893,2025-09-12,20,PayPal,Success,INV-005764
1630,822,822,2025-09-12,50,Credit Card,Success,INV-001630
1446,729,729,2025-09-12,240,PayPal,Success,INV-001446
1442,728,728,2025-09-12,20,UPI,Success,INV-001442
235,104,104,2025-09-12,20,Bank Transfer,Success,INV-000235
5379,2708,2708,2025-09-12,50,UPI,Success,INV-005379
4686,2361,2361,2025-09-12,50,Bank Transfer,Success,INV-004686
5076,2558,2558,2025-09-12,50,Credit Card,Success,INV-005076
103,35,35,2025-09-12,20,Credit Card,Success,INV-000103
225,99,99,2025-09-12,20,Bank Transfer,Success,INV-000225
1739,864,864,2025-09-12,20,UPI,Success,INV-001739
2996,1472,1472,2025-09-12,20,PayPal,Success,INV-002996
5870,2966,2966,2025-09-12,50,Credit Card,Success,INV-005870
558,299,299,2025-09-12,20,Credit Card,Success,INV-000558
1282,660,660,2025-09-12,20,UPI,Success,INV-001282
2776,1366,1366,2025-09-12,20,PayPal,Success,INV-002776
2952,1446,1446,2025-09-12,20,UPI,Success,INV-002952
4550,2300,2300,2025-09-12,20,Credit Card,Success,INV-004550
2967,1454,1454,2025-09-12,20,Credit Card,Success,INV-002967
1713,858,858,2025-09-12,50,Credit Card,Success,INV-001713
3619,1787,1787,2025-09-13,240,PayPal,Success,INV-003619
3182,1571,1571,2025-09-13,50,Credit Card,Success,INV-003182
1509,762,762,2025-09-13,50,Bank Transfer,Success,INV-001509
2291,1103,1103,2025-09-13,50,UPI,Success,INV-002291
5561,2815,2815,2025-09-13,20,Bank Transfer,Success,INV-005561
3046,1501,1501,2025-09-13,50,Bank Transfer,Success,INV-003046
5655,2843,2843,2025-09-13,20,Credit Card,Success,INV-005655
5071,2557,2557,2025-09-13,20,Credit Card,Success,INV-005071
4366,2173,2173,2025-09-13,240,Bank Transfer,Success,INV-004366
4123,2036,2036,2025-09-13,20,UPI,Success,INV-004123
2381,1151,1151,2025-09-13,20,UPI,Success,INV-002381
2688,1325,1325,2025-09-13,50,UPI,Success,INV-002688
567,300,300,2025-09-13,20,Bank Transfer,Success,INV-000567
4660,2344,2344,2025-09-13,50,Credit Card,Success,INV-004660
5179,2620,2620,2025-09-13,50,UPI,Success,INV-005179
1296,667,667,2025-09-13,20,PayPal,Success,INV-001296
153,68,68,2025-09-13,20,Credit Card,Success,INV-000153
3056,1512,1512,2025-09-13,20,UPI,Success,INV-003056
3082,1527,1527,2025-09-13,50,PayPal,Success,INV-003082
1470,744,744,2025-09-13,50,PayPal,Failed,INV-001470
4898,2461,2461,2025-09-13,20,Bank Transfer,Success,INV-004898
5444,2734,2734,2025-09-13,50,Bank Transfer,Success,INV-005444
5750,2882,2882,2025-09-13,20,Credit Card,Success,INV-005750
298,158,158,2025-09-13,20,PayPal,Success,INV-000298
5777,2905,2905,2025-09-13,50,PayPal,Success,INV-005777
1137,594,594,2025-09-13,20,UPI,Success,INV-001137
4557,2302,2302,2025-09-13,20,UPI,Success,INV-004557
2822,1380,1380,2025-09-13,20,Credit Card,Success,INV-002822
5278,2664,2664,2025-09-13,20,Credit Card,Success,INV-005278
2652,1303,1303,2025-09-13,240,Bank Transfer,Failed,INV-002652
3002,1475,1475,2025-09-14,240,Credit Card,Success,INV-003002
3210,1590,1590,2025-09-14,50,Bank Transfer,Success,INV-003210
2391,1153,1153,2025-09-14,20,Credit Card,Success,INV-002391
1198,620,620,2025-09-14,20,UPI,Success,INV-001198
5416,2720,2720,2025-09-14,50,Bank Transfer,Success,INV-005416
3695,1824,1824,2025-09-14,20,Bank Transfer,Success,INV-003695
2245,1077,1077,2025-09-14,20,UPI,Success,INV-002245
4299,2124,2124,2025-09-14,20,UPI,Success,INV-004299
5360,2703,2703,2025-09-14,20,Credit Card,Success,INV-005360
1312,677,677,2025-09-14,20,Bank Transfer,Success,INV-001312
1662,841,841,2025-09-14,50,PayPal,Success,INV-001662
4466,2225,2225,2025-09-14,50,UPI,Success,INV-004466
507,286,286,2025-09-14,20,Credit Card,Success,INV-000507
138,53,53,2025-09-14,20,PayPal,Success,INV-000138
50,16,16,2025-09-14,50,Credit Card,Success,INV-000050
3403,1677,1677,2025-09-14,20,Bank Transfer,Success,INV-003403
5842,2943,2943,2025-09-14,20,PayPal,Success,INV-005842
4387,2184,2184,2025-09-14,50,PayPal,Success,INV-004387
1375,703,703,2025-09-14,20,Bank Transfer,Success,INV-001375
2590,1276,1276,2025-09-14,50,UPI,Success,INV-002590
666,365,365,2025-09-14,50,PayPal,Success,INV-000666
1794,886,886,2025-09-14,20,Bank Transfer,Failed,INV-001794
745,402,402,2025-09-14,20,Credit Card,Success,INV-000745
920,491,491,2025-09-14,50,Bank Transfer,Success,INV-000920
2603,1283,1283,2025-09-14,50,PayPal,Success,INV-002603
1069,567,567,2025-09-14,20,Credit Card,Success,INV-001069
2673,1319,1319,2025-09-14,20,PayPal,Success,INV-002673
1817,892,892,2025-09-14,50,UPI,Success,INV-001817
2619,1293,1293,2025-09-14,20,Credit Card,Success,INV-002619
5390,2711,2711,2025-09-14,50,Bank Transfer,Success,INV-005390
3819,1881,1881,2025-09-14,20,UPI,Success,INV-003819
1424,721,721,2025-09-14,50,Bank Transfer,Success,INV-001424
3802,1867,1867,2025-09-14,20,UPI,Success,INV-003802
4538,2299,2299,2025-09-14,20,Bank Transfer,Success,INV-004538
201,90,90,2025-09-15,50,UPI,Success,INV-000201
3881,1925,1925,2025-09-15,20,UPI,Success,INV-003881
3071,1516,1516,2025-09-15,240,UPI,Success,INV-003071
268,132,132,2025-09-15,50,Bank Transfer,Success,INV-000268
2030,1002,1002,2025-09-15,20,Credit Card,Success,INV-002030
995,522,522,2025-09-15,20,Bank Transfer,Success,INV-000995
5917,2983,2983,2025-09-15,240,Credit Card,Success,INV-005917
4602,2317,2317,2025-09-15,50,PayPal,Success,INV-004602
5231,2647,2647,2025-09-15,50,Credit Card,Failed,INV-005231
3936,1937,1937,2025-09-15,20,Bank Transfer,Success,INV-003936
5270,2660,2660,2025-09-15,50,PayPal,Failed,INV-005270
1596,808,808,2025-09-15,50,UPI,Success,INV-001596
3016,1493,1493,2025-09-15,20,Bank Transfer,Success,INV-003016
960,503,503,2025-09-15,20,Credit Card,Success,INV-000960
2404,1165,1165,2025-09-15,20,Bank Transfer,Success,INV-002404
4188,2066,2066,2025-09-15,20,Credit Card,Success,INV-004188
317,163,163,2025-09-15,20,Bank Transfer,Success,INV-000317
4313,2137,2137,2025-09-15,20,Credit Card,Success,INV-004313
1882,910,910,2025-09-15,20,Credit Card,Success,INV-001882
2278,1100,1100,2025-09-15,20,Bank Transfer,Success,INV-002278
5548,2797,2797,2025-09-16,20,PayPal,Success,INV-005548
4961,2483,2483,2025-09-16,50,Credit Card,Success,INV-004961
5699,2857,2857,2025-09-16,20,PayPal,Success,INV-005699
603,324,324,2025-09-16,20,Bank Transfer,Success,INV-000603
3327,1626,1626,2025-09-16,20,UPI,Success,INV-003327
1266,651,651,2025-09-16,20,PayPal,Success,INV-001266
5573,2817,2817,2025-09-16,20,Bank Transfer,Success,INV-005573
4373,2180,2180,2025-09-16,20,Bank Transfer,Success,INV-004373
3533,1750,1750,2025-09-16,20,PayPal,Failed,INV-003533
3843,1889,1889,2025-09-16,20,UPI,Success,INV-003843
3387,1669,1669,2025-09-16,50,Credit Card,Success,INV-003387
1830,898,898,2025-09-16,50,PayPal,Success,INV-001830
390,218,218,2025-09-16,20,Credit Card,Success,INV-000390
4498,2261,2261,2025-09-16,50,Bank Transfer,Success,INV-004498
4522,2280,2280,2025-09-16,50,UPI,Success,INV-004522
2153,1051,1051,2025-09-17,20,Bank Transfer,Success,INV-002153
3455,1702,1702,2025-09-17,20,Bank Transfer,Success,INV-003455
5331,2698,2698,2025-09-17,20,UPI,Success,INV-005331
5695,2855,2855,2025-09-17,50,UPI,Success,INV-005695
3680,1816,1816,2025-09-17,20,UPI,Success,INV-003680
5798,2909,2909,2025-09-17,20,PayPal,Success,INV-005798
4713,2368,2368,2025-09-17,20,PayPal,Success,INV-004713
637,345,345,2025-09-17,20,Credit Card,Success,INV-000637
808,452,452,2025-09-17,240,UPI,Success,INV-000808
2208,1066,1066,2025-09-17,20,PayPal,Failed,INV-002208
1906,932,932,2025-09-17,20,Credit Card,Success,INV-001906
719,387,387,2025-09-17,50,Credit Card,Success,INV-000719
2497,1217,1217,2025-09-17,20,UPI,Success,INV-002497
2078,1022,1022,2025-09-17,50,Bank Transfer,Success,INV-002078
5294,2682,2682,2025-09-18,50,PayPal,Success,INV-005294
5341,2700,2700,2025-09-18,50,PayPal,Success,INV-005341
5483,2755,2755,2025-09-18,20,PayPal,Success,INV-005483
671,366,366,2025-09-18,20,PayPal,Success,INV-000671
1301,671,671,2025-09-18,50,Bank Transfer,Failed,INV-001301
1805,891,891,2025-09-18,20,UPI,Success,INV-001805
3827,1882,1882,2025-09-18,50,Bank Transfer,Success,INV-003827
1657,835,835,2025-09-18,20,Bank Transfer,Success,INV-001657
4575,2305,2305,2025-09-18,20,Credit Card,Success,INV-004575
3102,1545,1545,2025-09-18,20,PayPal,Success,INV-003102
4353,2168,2168,2025-09-18,20,Credit Card,Success,INV-004353
1914,936,936,2025-09-18,50,PayPal,Success,INV-001914
2334,1121,1121,2025-09-18,50,UPI,Success,INV-002334
490,282,282,2025-09-18,50,PayPal,Success,INV-000490
5808,2917,2917,2025-09-18,240,UPI,Failed,INV-005808
2089,1024,1024,2025-09-18,20,Bank Transfer,Success,INV-002089
4908,2465,2465,2025-09-18,20,Credit Card,Success,INV-004908
1975,976,976,2025-09-18,20,UPI,Success,INV-001975
5134,2591,2591,2025-09-18,600,UPI,Success,INV-005134
5204,2635,2635,2025-09-18,50,Bank Transfer,Failed,INV-005204
4146,2044,2044,2025-09-18,50,UPI,Success,INV-004146
5912,2980,2980,2025-09-18,50,Credit Card,Success,INV-005912
