user_id,country,city,device,acquisition_channel,signup_date,cohort_month,activation_date,plan_type,experiment_group
1610,India,Mumbai,Desktop,Organic Search,2025-09-07,2025-09,2025-09-21,Free,A
1611,Germany,Berlin,Desktop,Referral,2025-04-08,2025-04,2025-04-15,Free,A
1612,USA,San Francisco,Desktop,Google Ads,2025-11-15,2025-11,2025-11-15,Free,B
1613,India,Hyderabad,Desktop,Google Ads,2025-03-21,2025-03,2025-03-31,Free,B
1614,Germany,Munich,Desktop,Organic Search,2025-02-28,2025-02,,Free,B
1615,India,Bengaluru,Desktop,Google Ads,2025-12-26,2025-12,2025-12-29,Free,A
1616,Germany,Berlin,Desktop,Organic Search,2025-06-03,2025-06,2025-06-05,Free,B
1617,USA,San Francisco,Desktop,Referral,2025-09-15,2025-09,2025-09-28,Pro,A
1618,USA,San Francisco,Mobile,Google Ads,2025-03-22,2025-03,2025-04-03,Free,A
1619,UK,Manchester,Mobile,Google Ads,2025-03-16,2025-03,2025-03-25,Free,A
1620,UK,London,Desktop,Organic Search,2025-04-30,2025-04,2025-05-10,Free,A
1621,India,Bengaluru,Desktop,Organic Search,2025-05-22,2025-05,2025-05-22,Free,B
1622,Canada,Toronto,Desktop,Google Ads,2025-06-26,2025-06,2025-07-03,Free,A
1623,Germany,Berlin,Mobile,Referral,2025-07-19,2025-07,2025-07-29,Free,A
1624,USA,San Francisco,Desktop,Organic Search,2025-05-27,2025-05,2025-06-06,Free,B
1625,Germany,Berlin,Mobile,Google Ads,2025-01-23,2025-01,2025-02-02,Free,B
1626,India,Bengaluru,Mobile,Organic Search,2025-02-16,2025-02,2025-02-20,Pro,A
1627,Canada,Vancouver,Mobile,Google Ads,2025-08-08,2025-08,2025-08-12,Free,A
1628,UK,London,Tablet,Google Ads,2025-10-28,2025-10,2025-10-28,Free,A
1629,UK,Manchester,Mobile,Organic Search,2025-06-09,2025-06,2025-06-09,Free,A
1630,India,Bengaluru,Desktop,Organic Search,2025-11-21,2025-11,2025-12-05,Free,A
1631,India,Hyderabad,Desktop,Organic Search,2025-08-23,2025-08,,Free,A
1632,USA,San Francisco,Desktop,Referral,2025-06-01,2025-06,2025-06-06,Free,B
1633,India,Hyderabad,Desktop,Referral,2025-10-05,2025-10,2025-10-05,Basic,A
1634,UK,London,Tablet,Organic Search,2025-03-25,2025-03,2025-03-25,Pro,B
1635,UK,Manchester,Desktop,Email Campaign,2025-10-28,2025-10,2025-11-08,Free,B
1636,UK,London,Desktop,Email Campaign,2025-04-14,2025-04,2025-04-24,Basic,A
1637,USA,Austin,Mobile,Organic Search,2025-04-20,2025-04,,Free,B
1638,India,Mumbai,Desktop,Organic Search,2025-09-20,2025-09,2025-09-20,Free,A
1639,India,Hyderabad,Desktop,Referral,2025-09-16,2025-09,2025-09-28,Free,A
1640,UK,London,Desktop,Referral,2025-09-23,2025-09,2025-10-07,Free,B
1641,India,Bengaluru,Desktop,Organic Search,2025-01-29,2025-01,,Free,B
1642,India,Hyderabad,Desktop,Organic Search,2025-03-27,2025-03,2025-03-30,Free,B
1643,India,Bengaluru,Desktop,Google Ads,2025-03-24,2025-03,2025-03-29,Basic,A
1644,Canada,Toronto,Tablet,Referral,2025-01-28,2025-01,2025-02-11,Free,B
1645,UK,Manchester,Mobile,Google Ads,2025-10-08,2025-10,2025-10-22,Free,B
1646,India,Mumbai,Desktop,Organic Search,2025-08-16,2025-08,2025-08-21,Free,A
1647,UK,Manchester,Desktop,Organic Search,2025-03-10,2025-03,2025-03-24,Free,B
1648,UK,Manchester,Desktop,Email Campaign,2025-04-12,2025-04,2025-04-17,Free,A
1649,USA,New York,Mobile,Organic Search,2025-10-16,2025-10,2025-10-24,Basic,A
1650,Canada,Vancouver,Mobile,Organic Search,2025-11-14,2025-11,2025-11-24,Free,A
1651,USA,New York,Desktop,Organic Search,2025-10-31,2025-10,2025-10-31,Free,B
1652,USA,New York,Desktop,Organic Search,2025-08-30,2025-08,2025-09-01,Free,B
1653,Germany,Munich,Tablet,Referral,2025-11-03,2025-11,2025-11-10,Basic,B
1654,Canada,Toronto,Desktop,Organic Search,2025-04-29,2025-04,,Free,B
1655,Germany,Berlin,Desktop,Organic Search,2025-11-16,2025-11,2025-11-25,Basic,A
1656,India,Bengaluru,Desktop,Email Campaign,2025-10-23,2025-10,2025-11-01,Free,B
1657,Canada,Vancouver,Desktop,Google Ads,2025-10-04,2025-10,2025-10-07,Free,B
1658,Germany,Berlin,Mobile,Google Ads,2025-08-08,2025-08,2025-08-09,Free,B
1659,USA,New York,Desktop,Referral,2025-06-28,2025-06,2025-06-28,Pro,A
1660,Canada,Toronto,Desktop,Organic Search,2025-12-29,2025-12,2026-01-11,Free,B
1661,USA,New York,Desktop,Email Campaign,2025-02-16,2025-02,,Free,B
1662,USA,Austin,Desktop,Referral,2025-08-23,2025-08,,Free,B
1663,India,Hyderabad,Mobile,Organic Search,2025-12-25,2025-12,2026-01-04,Free,B
1664,India,Bengaluru,Desktop,Organic Search,2025-11-16,2025-11,2025-11-18,Free,A
1665,UK,Manchester,Mobile,Referral,2025-04-24,2025-04,2025-05-06,Free,B
1666,Germany,Berlin,Desktop,Email Campaign,2025-07-31,2025-07,2025-08-03,Free,B
1667,Germany,Munich,Desktop,Email Campaign,2025-08-20,2025-08,2025-08-25,Free,B
1668,India,Hyderabad,Desktop,Referral,2025-07-24,2025-07,2025-07-26,Free,A
1669,India,Hyderabad,Desktop,Google Ads,2025-01-16,2025-01,2025-01-28,Free,B
1670,India,Mumbai,Tablet,Organic Search,2025-06-15,2025-06,2025-06-29,Free,A
1671,India,Hyderabad,Desktop,Organic Search,2025-07-26,2025-07,2025-08-06,Free,B
1672,India,Bengaluru,Desktop,Organic Search,2025-11-22,2025-11,2025-11-24,Free,A
1673,India,Hyderabad,Desktop,Organic Search,2025-12-27,2025-12,2025-12-28,Free,B
1674,Germany,Munich,Desktop,Google Ads,2025-08-07,2025-08,2025-08-12,Free,A
1675,India,Mumbai,Mobile,Email Campaign,2025-03-23,2025-03,2025-03-29,Pro,A
1676,UK,London,Desktop,Organic Search,2025-04-02,2025-04,2025-04-06,Basic,A
1677,Germany,Munich,Desktop,Organic Search,2025-07-14,2025-07,,Free,B
1678,UK,Manchester,Mobile,Organic Search,2025-12-30,2025-12,2026-01-10,Pro,A
1679,India,Bengaluru,Desktop,Organic Search,2025-08-20,2025-08,2025-08-28,Pro,A
1680,India,Bengaluru,Desktop,Organic Search,2025-05-22,2025-05,2025-06-03,Basic,A
1681,UK,Manchester,Mobile,Google Ads,2025-01-03,2025-01,,Basic,B
1682,India,Bengaluru,Desktop,Organic Search,2025-01-09,2025-01,2025-01-12,Free,B
1683,Germany,Munich,Desktop,Referral,2025-12-08,2025-12,2025-12-20,Basic,A
1684,USA,Austin,Mobile,Organic Search,2025-06-28,2025-06,2025-07-11,Basic,B
1685,Canada,Toronto,Mobile,Organic Search,2025-10-22,2025-10,2025-10-23,Free,B
1686,UK,Manchester,Mobile,Google Ads,2025-09-15,2025-09,2025-09-18,Free,A
1687,India,Hyderabad,Desktop,Organic Search,2025-06-05,2025-06,,Free,A
1688,Canada,Toronto,Tablet,Organic Search,2025-07-05,2025-07,2025-07-06,Free,A
1689,Germany,Berlin,Desktop,Referral,2025-04-19,2025-04,,Pro,A
1690,USA,San Francisco,Mobile,Email Campaign,2025-12-28,2025-12,2026-01-06,Free,B
1691,India,Bengaluru,Mobile,Google Ads,2025-06-14,2025-06,2025-06-15,Basic,A
1692,India,Hyderabad,Desktop,Google Ads,2025-12-29,2025-12,2026-01-11,Basic,B
1693,USA,Austin,Desktop,Organic Search,2025-07-26,2025-07,2025-07-28,Basic,B
1694,India,Mumbai,Desktop,Referral,2025-10-30,2025-10,2025-11-11,Free,A
1695,Germany,Munich,Mobile,Organic Search,2025-09-09,2025-09,2025-09-14,Free,B
1696,India,Hyderabad,Mobile,Referral,2025-01-22,2025-01,2025-01-31,Free,A
1697,India,Bengaluru,Desktop,Google Ads,2025-02-20,2025-02,2025-02-21,Basic,B
1698,India,Hyderabad,Desktop,Organic Search,2025-12-14,2025-12,2025-12-22,Pro,B
1699,USA,San Francisco,Mobile,Organic Search,2025-06-14,2025-06,,Basic,B
1700,India,Hyderabad,Desktop,Email Campaign,2025-05-08,2025-05,,Free,A
1701,Germany,Munich,Desktop,Google Ads,2025-08-06,2025-08,2025-08-10,Basic,B
1702,India,Hyderabad,Desktop,Organic Search,2025-09-17,2025-09,2025-09-30,Free,A
1703,USA,New York,Desktop,Google Ads,2025-03-23,2025-03,2025-03-28,Free,B
1704,India,Mumbai,Desktop,Referral,2025-02-27,2025-02,2025-03-12,Pro,B
1705,India,Mumbai,Desktop,Google Ads,2025-03-11,2025-03,2025-03-16,Free,A
1706,India,Hyderabad,Desktop,Referral,2025-06-12,2025-06,,Pro,A
1707,USA,New York,Mobile,Organic Search,2025-09-24,2025-09,,Free,A
1708,India,Mumbai,Desktop,Organic Search,2025-07-16,2025-07,2025-07-28,Free,B
1709,Canada,Toronto,Mobile,Referral,2025-11-27,2025-11,2025-12-04,Pro,B
1710,Germany,Berlin,Tablet,Google Ads,2025-09-27,2025-09,2025-09-28,Free,B
1711,UK,Manchester,Desktop,Organic Search,2025-06-04,2025-06,2025-06-17,Free,B
1712,Canada,Toronto,Mobile,Referral,2025-11-28,2025-11,,Free,A
1713,USA,San Francisco,Desktop,Google Ads,2025-10-06,2025-10,2025-10-10,Free,A
1714,India,Hyderabad,Mobile,Google Ads,2025-07-12,2025-07,,Free,A
1715,UK,London,Mobile,Google Ads,2025-06-09,2025-06,2025-06-22,Free,A
1716,Germany,Berlin,Mobile,Email Campaign,2025-12-15,2025-12,2025-12-15,Free,B
1717,USA,Austin,Mobile,Email Campaign,2025-11-26,2025-11,,Free,B
1718,India,Hyderabad,Desktop,Email Campaign,2025-12-20,2025-12,2025-12-27,Free,B
1719,USA,San Francisco,Desktop,Email Campaign,2025-02-05,2025-02,2025-02-09,Basic,A
1720,Canada,Toronto,Desktop,Organic Search,2025-04-04,2025-04,,Free,B
1721,India,Mumbai,Mobile,Google Ads,2025-07-17,2025-07,2025-07-21,Free,B
1722,Canada,Vancouver,Mobile,Organic Search,2025-04-25,2025-04,2025-04-28,Basic,A
1723,India,Bengaluru,Mobile,Referral,2025-06-05,2025-06,2025-06-07,Free,B
1724,India,Mumbai,Mobile,Email Campaign,2025-06-10,2025-06,2025-06-10,Free,B
1725,USA,Austin,Desktop,Referral,2025-05-30,2025-05,2025-05-31,Free,B
1726,India,Bengaluru,Desktop,Referral,2025-07-11,2025-07,,Basic,A
1727,India,Mumbai,Mobile,Organic Search,2025-08-12,2025-08,,Free,A
1728,India,Hyderabad,Mobile,Google Ads,2025-10-15,2025-10,2025-10-23,Free,B
1729,Canada,Vancouver,Mobile,Referral,2025-12-15,2025-12,,Free,A
1730,USA,New York,Mobile,Google Ads,2025-01-08,2025-01,2025-01-21,Free,A
1731,UK,Manchester,Mobile,Organic Search,2025-12-02,2025-12,2025-12-14,Free,B
1732,India,Mumbai,Mobile,Google Ads,2025-10-31,2025-10,2025-11-12,Free,A
1733,USA,Austin,Mobile,Organic Search,2025-09-01,2025-09,2025-09-01,Free,B
1734,Germany,Berlin,Desktop,Google Ads,2025-08-27,2025-08,2025-08-27,Free,B
1735,USA,New York,Mobile,Email Campaign,2025-12-28,2025-12,2026-01-05,Free,A
1736,India,Bengaluru,Desktop,Email Campaign,2025-04-06,2025-04,2025-04-06,Basic,A
1737,India,Bengaluru,Desktop,Organic Search,2025-07-27,2025-07,2025-08-09,Free,B
1738,India,Hyderabad,Desktop,Google Ads,2025-08-26,2025-08,2025-08-30,Free,A
1739,USA,San Francisco,Desktop,Organic Search,2025-10-02,2025-10,2025-10-10,Free,B
1740,USA,San Francisco,Desktop,Google Ads,2025-02-25,2025-02,2025-03-07,Free,A
1741,India,Bengaluru,Mobile,Organic Search,2025-01-27,2025-01,2025-02-05,Pro,A
1742,India,Mumbai,Tablet,Organic Search,2025-10-13,2025-10,2025-10-18,Free,A
1743,India,Hyderabad,Desktop,Organic Search,2025-01-01,2025-01,2025-01-01,Free,B
1744,Canada,Vancouver,Desktop,Organic Search,2025-12-01,2025-12,2025-12-12,Basic,A
1745,India,Mumbai,Mobile,Organic Search,2025-11-28,2025-11,2025-12-02,Basic,A
1746,India,Bengaluru,Desktop,Organic Search,2025-09-19,2025-09,2025-09-21,Basic,A
1747,USA,San Francisco,Desktop,Organic Search,2025-08-02,2025-08,2025-08-07,Basic,A
1748,India,Mumbai,Mobile,Referral,2025-07-15,2025-07,,Pro,A
1749,Canada,Vancouver,Desktop,Organic Search,2025-12-01,2025-12,2025-12-05,Basic,A
1750,USA,Austin,Mobile,Referral,2025-09-16,2025-09,2025-09-21,Basic,B
1751,USA,Austin,Desktop,Referral,2025-09-08,2025-09,2025-09-10,Basic,B
1752,India,Bengaluru,Desktop,Organic Search,2025-12-21,2025-12,2025-12-26,Basic,B
1753,India,Hyderabad,Mobile,Organic Search,2025-06-19,2025-06,2025-06-27,Pro,B
1754,UK,London,Desktop,Organic Search,2025-03-10,2025-03,2025-03-22,Free,A
1755,India,Hyderabad,Mobile,Google Ads,2025-03-20,2025-03,2025-03-23,Free,B
1756,India,Mumbai,Mobile,Referral,2025-04-26,2025-04,2025-05-02,Free,B
1757,India,Bengaluru,Mobile,Email Campaign,2025-02-12,2025-02,2025-02-25,Free,A
1758,USA,Austin,Mobile,Referral,2025-06-06,2025-06,2025-06-18,Pro,A
1759,USA,Austin,Desktop,Referral,2025-01-03,2025-01,,Free,B
1760,UK,Manchester,Mobile,Organic Search,2025-02-17,2025-02,,Pro,B
1761,Canada,Toronto,Desktop,Organic Search,2025-12-17,2025-12,2025-12-18,Free,A
1762,USA,New York,Tablet,Organic Search,2025-12-05,2025-12,2025-12-09,Free,A
1763,India,Mumbai,Desktop,Referral,2025-03-19,2025-03,2025-03-31,Free,A
1764,UK,Manchester,Mobile,Organic Search,2025-10-28,2025-10,2025-11-04,Free,B
1765,India,Mumbai,Desktop,Organic Search,2025-03-02,2025-03,2025-03-02,Free,A
1766,India,Bengaluru,Tablet,Google Ads,2025-02-08,2025-02,2025-02-12,Free,A
1767,Canada,Vancouver,Mobile,Organic Search,2025-03-24,2025-03,2025-04-04,Pro,B
1768,USA,New York,Desktop,Organic Search,2025-12-18,2025-12,,Free,A
1769,India,Hyderabad,Mobile,Organic Search,2025-01-25,2025-01,2025-02-08,Basic,A
1770,India,Mumbai,Desktop,Organic Search,2025-11-01,2025-11,2025-11-02,Basic,B
1771,India,Mumbai,Desktop,Google Ads,2025-09-07,2025-09,,Free,A
1772,Canada,Toronto,Desktop,Google Ads,2025-08-29,2025-08,2025-09-08,Free,A
1773,India,Bengaluru,Desktop,Email Campaign,2025-12-02,2025-12,2025-12-09,Pro,B
1774,USA,San Francisco,Desktop,Organic Search,2025-01-10,2025-01,2025-01-13,Pro,A
1775,USA,New York,Desktop,Organic Search,2025-08-18,2025-08,2025-08-25,Free,B
1776,India,Bengaluru,Mobile,Google Ads,2025-05-19,2025-05,2025-06-01,Free,A
1777,India,Hyderabad,Mobile,Google Ads,2025-05-07,2025-05,2025-05-10,Free,B
1778,Germany,Berlin,Mobile,Organic Search,2025-08-03,2025-08,2025-08-05,Free,B
1779,Germany,Berlin,Mobile,Organic Search,2025-08-19,2025-08,2025-08-21,Free,B
1780,India,Bengaluru,Desktop,Google Ads,2025-02-27,2025-02,,Free,B
1781,India,Hyderabad,Mobile,Google Ads,2025-08-01,2025-08,,Free,B
1782,Canada,Toronto,Desktop,Organic Search,2025-05-23,2025-05,,Free,B
1783,India,Mumbai,Desktop,Google Ads,2025-11-25,2025-11,2025-11-29,Free,B
1784,Canada,Toronto,Desktop,Google Ads,2025-07-03,2025-07,2025-07-07,Free,B
1785,UK,Manchester,Mobile,Email Campaign,2025-07-05,2025-07,2025-07-13,Basic,B
1786,Germany,Berlin,Mobile,Organic Search,2025-02-03,2025-02,2025-02-10,Pro,B
1787,USA,Austin,Mobile,Email Campaign,2025-09-13,2025-09,2025-09-22,Basic,A
1788,India,Hyderabad,Desktop,Referral,2025-09-22,2025-09,2025-09-22,Free,B
1789,Canada,Toronto,Desktop,Organic Search,2025-02-17,2025-02,2025-02-23,Basic,A
1790,India,Bengaluru,Mobile,Organic Search,2025-12-15,2025-12,2025-12-17,Free,A
1791,India,Mumbai,Desktop,Organic Search,2025-11-07,2025-11,2025-11-14,Free,A
1792,India,Bengaluru,Tablet,Organic Search,2025-11-20,2025-11,,Free,A
1793,UK,London,Desktop,Email Campaign,2025-09-22,2025-09,2025-10-04,Free,B
1794,USA,San Francisco,Desktop,Organic Search,2025-06-04,2025-06,,Free,B
1795,India,Bengaluru,Tablet,Google Ads,2025-05-06,2025-05,,Basic,A
1796,UK,London,Desktop,Referral,2025-07-24,2025-07,2025-08-02,Free,A
1797,India,Bengaluru,Tablet,Google Ads,2025-07-11,2025-07,2025-07-23,Basic,A
1798,Canada,Vancouver,Desktop,Google Ads,2025-05-12,2025-05,2025-05-16,Free,B
1799,India,Hyderabad,Desktop,Organic Search,2025-06-26,2025-06,2025-07-02,Free,A
1800,USA,Austin,Desktop,Organic Search,2025-05-07,2025-05,2025-05-10,Basic,A
1801,Germany,Munich,Desktop,Organic Search,2025-04-01,2025-04,2025-04-06,Free,B
1802,India,Mumbai,Desktop,Google Ads,2025-11-13,2025-11,2025-11-24,Free,A
1803,India,Bengaluru,Mobile,Organic Search,2025-06-27,2025-06,,Basic,B
1804,USA,Austin,Desktop,Google Ads,2025-01-08,2025-01,,Free,B
1805,India,Bengaluru,Mobile,Organic Search,2025-09-19,2025-09,2025-09-29,Free,B
1806,UK,London,Desktop,Google Ads,2025-12-06,2025-12,2025-12-13,Free,B
1807,USA,Austin,Desktop,Google Ads,2025-07-01,2025-07,,Free,B
1808,India,Bengaluru,Desktop,Google Ads,2025-08-23,2025-08,2025-08-24,Free,B
1809,UK,Manchester,Desktop,Organic Search,2025-01-03,2025-01,2025-01-15,Free,A
1810,Germany,Munich,Mobile,Google Ads,2025-04-03,2025-04,2025-04-03,Free,B
1811,USA,Austin,Desktop,Organic Search,2025-05-27,2025-05,2025-06-08,Free,A
1812,USA,Austin,Tablet,Referral,2025-09-28,2025-09,,Free,A
1813,USA,Austin,Desktop,Referral,2025-06-28,2025-06,2025-07-01,Free,B
1814,USA,Austin,Desktop,Organic Search,2025-10-06,2025-10,2025-10-19,Free,A
1815,India,Bengaluru,Desktop,Google Ads,2025-08-23,2025-08,2025-08-25,Free,A
1816,India,Hyderabad,Desktop,Email Campaign,2025-05-17,2025-05,2025-05-17,Free,A
1817,USA,New York,Desktop,Organic Search,2025-09-05,2025-09,2025-09-07,Free,A
1818,India,Hyderabad,Desktop,Referral,2025-02-12,2025-02,2025-02-15,Free,A
1819,Canada,Vancouver,Desktop,Organic Search,2025-04-15,2025-04,2025-04-18,Basic,A
1820,India,Mumbai,Desktop,Organic Search,2025-04-19,2025-04,2025-05-02,Basic,B
1821,Germany,Berlin,Mobile,Email Campaign,2025-07-17,2025-07,2025-07-29,Free,B
1822,UK,Manchester,Desktop,Organic Search,2025-02-23,2025-02,2025-03-05,Pro,B
1823,UK,Manchester,Mobile,Organic Search,2025-05-02,2025-05,2025-05-06,Free,A
1824,India,Hyderabad,Desktop,Email Campaign,2025-02-14,2025-02,2025-02-24,Pro,B
1825,Germany,Berlin,Desktop,Google Ads,2025-07-19,2025-07,2025-07-27,Free,A
1826,India,Hyderabad,Mobile,Organic Search,2025-06-07,2025-06,2025-06-21,Pro,B
1827,USA,San Francisco,Desktop,Google Ads,2025-07-17,2025-07,2025-07-30,Free,B
1828,UK,Manchester,Mobile,Google Ads,2025-06-06,2025-06,2025-06-11,Basic,A
1829,USA,San Francisco,Desktop,Email Campaign,2025-01-11,2025-01,,Free,A
1830,USA,San Francisco,Mobile,Organic Search,2025-08-27,2025-08,,Free,A
1831,Canada,Toronto,Desktop,Google Ads,2025-02-08,2025-02,2025-02-19,Free,B
1832,USA,Austin,Mobile,Organic Search,2025-03-31,2025-03,2025-04-04,Free,A
1833,India,Hyderabad,Desktop,Organic Search,2025-01-03,2025-01,2025-01-11,Basic,A
1834,USA,New York,Desktop,Google Ads,2025-04-05,2025-04,2025-04-05,Free,B
1835,UK,Manchester,Desktop,Referral,2025-01-22,2025-01,2025-01-28,Free,B
1836,USA,New York,Desktop,Google Ads,2025-11-02,2025-11,,Free,B
1837,India,Mumbai,Mobile,Google Ads,2025-07-25,2025-07,2025-07-25,Basic,B
1838,USA,San Francisco,Desktop,Google Ads,2025-06-25,2025-06,2025-07-04,Free,A
1839,USA,San Francisco,Desktop,Google Ads,2025-09-19,2025-09,2025-09-26,Free,B
1840,UK,Manchester,Mobile,Email Campaign,2025-09-20,2025-09,2025-10-03,Free,B
1841,USA,New York,Mobile,Organic Search,2025-08-11,2025-08,2025-08-13,Free,A
1842,India,Bengaluru,Desktop,Organic Search,2025-05-16,2025-05,2025-05-28,Pro,A
1843,India,Bengaluru,Desktop,Referral,2025-07-30,2025-07,2025-08-13,Free,A
1844,India,Mumbai,Desktop,Referral,2025-12-22,2025-12,2025-12-31,Free,A
1845,India,Bengaluru,Desktop,Organic Search,2025-06-08,2025-06,,Free,A
1846,India,Mumbai,Mobile,Google Ads,2025-01-07,2025-01,,Basic,B
1847,India,Mumbai,Mobile,Email Campaign,2025-03-20,2025-03,,Free,A
1848,USA,San Francisco,Desktop,Organic Search,2025-05-28,2025-05,2025-05-29,Free,B
1849,UK,London,Desktop,Referral,2025-05-10,2025-05,2025-05-22,Free,B
1850,India,Bengaluru,Desktop,Organic Search,2025-08-01,2025-08,,Free,B
1851,India,Mumbai,Mobile,Organic Search,2025-07-21,2025-07,2025-07-31,Basic,B
1852,India,Hyderabad,Desktop,Referral,2025-10-31,2025-10,2025-11-14,Free,B
1853,India,Mumbai,Mobile,Google Ads,2025-08-22,2025-08,,Free,B
1854,UK,Manchester,Mobile,Referral,2025-03-22,2025-03,2025-04-02,Free,B
1855,UK,Manchester,Desktop,Google Ads,2025-03-10,2025-03,2025-03-10,Free,A
1856,India,Mumbai,Desktop,Organic Search,2025-08-06,2025-08,2025-08-10,Free,B
1857,USA,Austin,Desktop,Google Ads,2025-04-25,2025-04,,Free,B
1858,USA,Austin,Desktop,Organic Search,2025-02-14,2025-02,2025-02-20,Pro,B
1859,USA,New York,Mobile,Google Ads,2025-02-19,2025-02,2025-03-04,Free,B
1860,India,Hyderabad,Desktop,Referral,2025-03-21,2025-03,2025-04-04,Basic,A
1861,Germany,Munich,Mobile,Organic Search,2025-05-12,2025-05,2025-05-12,Pro,B
1862,UK,Manchester,Desktop,Email Campaign,2025-12-29,2025-12,,Basic,A
1863,UK,Manchester,Desktop,Organic Search,2025-11-08,2025-11,2025-11-14,Basic,A
1864,USA,San Francisco,Mobile,Google Ads,2025-04-08,2025-04,2025-04-21,Pro,A
1865,India,Hyderabad,Desktop,Organic Search,2025-08-18,2025-08,2025-09-01,Pro,A
1866,Germany,Munich,Desktop,Google Ads,2025-03-20,2025-03,2025-03-22,Free,A
1867,India,Hyderabad,Tablet,Referral,2025-07-14,2025-07,,Free,A
1868,UK,London,Desktop,Organic Search,2025-08-17,2025-08,2025-08-25,Free,A
1869,India,Bengaluru,Mobile,Email Campaign,2025-04-22,2025-04,2025-05-06,Free,A
1870,UK,Manchester,Mobile,Organic Search,2025-11-27,2025-11,2025-12-01,Free,B
1871,India,Bengaluru,Mobile,Organic Search,2025-03-19,2025-03,2025-03-28,Free,B
1872,India,Hyderabad,Desktop,Google Ads,2025-05-31,2025-05,2025-06-03,Basic,A
1873,Canada,Vancouver,Desktop,Referral,2025-12-27,2025-12,,Pro,B
1874,USA,Austin,Desktop,Organic Search,2025-06-14,2025-06,2025-06-14,Free,A
1875,India,Hyderabad,Desktop,Google Ads,2025-03-30,2025-03,2025-03-31,Pro,A
1876,UK,London,Mobile,Organic Search,2025-10-10,2025-10,2025-10-24,Free,B
1877,India,Hyderabad,Mobile,Google Ads,2025-12-11,2025-12,,Basic,B
1878,Germany,Berlin,Mobile,Organic Search,2025-12-24,2025-12,2026-01-04,Free,B
1879,Canada,Toronto,Desktop,Organic Search,2025-09-17,2025-09,,Pro,A
1880,USA,New York,Mobile,Organic Search,2025-10-23,2025-10,2025-10-29,Free,A
1881,Germany,Berlin,Mobile,Referral,2025-06-14,2025-06,2025-06-25,Free,A
1882,Canada,Toronto,Desktop,Referral,2025-05-18,2025-05,2025-05-20,Free,B
1883,UK,London,Mobile,Organic Search,2025-06-10,2025-06,2025-06-14,Free,B
1884,Canada,Toronto,Mobile,Referral,2025-09-20,2025-09,,Free,A
1885,India,Hyderabad,Mobile,Organic Search,2025-12-13,2025-12,,Free,B
1886,USA,New York,Desktop,Referral,2025-06-02,2025-06,2025-06-02,Free,B
1887,India,Bengaluru,Mobile,Email Campaign,2025-12-27,2025-12,,Free,B
1888,India,Mumbai,Mobile,Organic Search,2025-04-10,2025-04,,Free,B
1889,India,Hyderabad,Desktop,Organic Search,2025-02-16,2025-02,2025-03-01,Free,B
1890,Germany,Berlin,Tablet,Organic Search,2025-05-21,2025-05,2025-06-04,Free,B
1891,UK,Manchester,Desktop,Email Campaign,2025-02-08,2025-02,2025-02-16,Free,A
1892,USA,Austin,Desktop,Google Ads,2025-01-14,2025-01,,Free,A
1893,Germany,Munich,Mobile,Organic Search,2025-06-15,2025-06,2025-06-21,Free,A
1894,Canada,Vancouver,Desktop,Organic Search,2025-11-20,2025-11,2025-11-22,Free,B
1895,USA,Austin,Desktop,Organic Search,2025-03-05,2025-03,,Free,A
1896,India,Mumbai,Mobile,Referral,2025-12-05,2025-12,2025-12-14,Pro,B
1897,UK,Manchester,Desktop,Google Ads,2025-04-09,2025-04,,Free,B
1898,USA,San Francisco,Mobile,Organic Search,2025-02-18,2025-02,2025-02-24,Free,B
1899,UK,London,Tablet,Google Ads,2025-10-14,2025-10,2025-10-15,Free,B
1900,USA,Austin,Mobile,Organic Search,2025-07-22,2025-07,2025-07-22,Free,B
1901,Germany,Munich,Desktop,Google Ads,2025-06-04,2025-06,2025-06-05,Free,B
1902,India,Hyderabad,Desktop,Referral,2025-05-14,2025-05,2025-05-17,Pro,A
1903,India,Bengaluru,Desktop,Organic Search,2025-09-20,2025-09,2025-09-20,Basic,B
1904,India,Mumbai,Mobile,Organic Search,2025-10-10,2025-10,2025-10-15,Pro,B
1905,Germany,Munich,Mobile,Google Ads,2025-10-11,2025-10,2025-10-22,Free,A
1906,USA,Austin,Desktop,Referral,2025-07-29,2025-07,2025-08-12,Free,B
1907,Germany,Munich,Desktop,Organic Search,2025-07-21,2025-07,,Free,A
1908,USA,San Francisco,Desktop,Organic Search,2025-03-26,2025-03,2025-03-26,Free,B
1909,Germany,Berlin,Desktop,Organic Search,2025-12-07,2025-12,2025-12-20,Free,A
1910,Germany,Munich,Mobile,Google Ads,2025-05-28,2025-05,2025-06-08,Basic,B
1911,USA,Austin,Desktop,Google Ads,2025-09-22,2025-09,2025-10-02,Free,B
1912,USA,San Francisco,Mobile,Google Ads,2025-05-12,2025-05,2025-05-19,Free,A
1913,USA,Austin,Tablet,Organic Search,2025-11-29,2025-11,2025-12-01,Free,A
1914,India,Hyderabad,Tablet,Google Ads,2025-01-15,2025-01,2025-01-19,Free,B
1915,India,Bengaluru,Mobile,Organic Search,2025-02-19,2025-02,2025-02-19,Basic,A
1916,India,Hyderabad,Desktop,Organic Search,2025-07-10,2025-07,2025-07-10,Basic,A
1917,USA,New York,Desktop,Organic Search,2025-10-10,2025-10,2025-10-19,Basic,B
1918,USA,New York,Desktop,Google Ads,2025-04-28,2025-04,2025-05-08,Free,A
